"Saharan_dust.Fark_Max" "Saharan_dust.Fark_Min" "Saharan_dust.Abs_Total" "DATE" "MONTH" "YEAR" "FULLTIME"
"1123" -1 -7.900024 8.900024 27 1 2011 "27.01.2011_00:00"
"1124" 0 -18.200012 18.200012 28 1 2011 "28.01.2011_00:00"
"1125" -10.100037 -7.199951 17.299988 29 1 2011 "29.01.2011_00:00"
"1126" -5.900024 -7.299988 13.200012 30 1 2011 "30.01.2011_00:00"
"1127" -2.299988 -9.799988 12.099976 31 1 2011 "31.01.2011_00:00"
"1128" -3.099976 -17.500061 20.600037 1 2 2011 "01.02.2011_00:00"
"1129" 0 -20.899963 20.899963 2 2 2011 "02.02.2011_00:00"
"1130" 0 -17.099976 17.099976 3 2 2011 "03.02.2011_00:00"
"1131" -2.699951 -14.300049 17 4 2 2011 "04.02.2011_00:00"
"1132" 0 -2.199951 2.199951 5 2 2011 "05.02.2011_00:00"
"1133" 0 -5.100037 5.100037 6 2 2011 "06.02.2011_00:00"
"1134" 0 -1.299988 1.299988 7 2 2011 "07.02.2011_00:00"
"1135" 0 0 0 8 2 2011 "08.02.2011_00:00"
"1136" 0 -4 4 9 2 2011 "09.02.2011_00:00"
"1137" -1 -1.5 2.5 10 2 2011 "10.02.2011_00:00"
"1138" 0 0 0 11 2 2011 "11.02.2011_00:00"
"1139" 0 -5.099976 5.099976 12 2 2011 "12.02.2011_00:00"
"1140" -3.700012 0 3.700012 13 2 2011 "13.02.2011_00:00"
"1141" 0 0 0 14 2 2011 "14.02.2011_00:00"
"1142" -6.699951 0 6.699951 15 2 2011 "15.02.2011_00:00"
"1143" -2.900024 0 2.900024 16 2 2011 "16.02.2011_00:00"
"1144" 0 -2.700012 2.700012 17 2 2011 "17.02.2011_00:00"
"1145" -2 -11 13 18 2 2011 "18.02.2011_00:00"
"1146" -7.400024 -20.700012 28.100036 19 2 2011 "19.02.2011_00:00"
"1147" -10.099976 -4.599976 14.699952 20 2 2011 "20.02.2011_00:00"
"1148" -2.399963 -7.699951 10.099914 21 2 2011 "21.02.2011_00:00"
"1149" -3.600037 -4.099976 7.700013 22 2 2011 "22.02.2011_00:00"
"1150" -3.400024 -16.900024 20.300048 23 2 2011 "23.02.2011_00:00"
"1151" -8.699951 -17.400024 26.099975 24 2 2011 "24.02.2011_00:00"
"1152" -12.099976 -25.300049 37.400025 25 2 2011 "25.02.2011_00:00"
"1153" -12.699951 -9.699951 22.399902 26 2 2011 "26.02.2011_00:00"
"1154" -6.099976 -3.400024 9.5 27 2 2011 "27.02.2011_00:00"
"1155" -7.600037 -9.5 17.100037 28 2 2011 "28.02.2011_00:00"
"1156" -6.600098 -14.900024 21.500122 1 3 2011 "01.03.2011_00:00"
"1157" -6.199951 -17.299988 23.499939 2 3 2011 "02.03.2011_00:00"
"1158" -4.400024 -10.200012 14.600036 3 3 2011 "03.03.2011_00:00"
"1159" -6 -14.600037 20.600037 4 3 2011 "04.03.2011_00:00"
"1160" -0.699951 -14.5 15.199951 5 3 2011 "05.03.2011_00:00"
"1161" -6 -8.800049 14.800049 6 3 2011 "06.03.2011_00:00"
"1162" -10.5 -14.600037 25.100037 7 3 2011 "07.03.2011_00:00"
"1163" -15.899963 -12.399963 28.299926 8 3 2011 "08.03.2011_00:00"
"1164" -12.599976 -8.699951 21.299927 9 3 2011 "09.03.2011_00:00"
"1165" -3.599976 -0.899963 4.499939 10 3 2011 "10.03.2011_00:00"
"1166" 0 0 0 11 3 2011 "11.03.2011_00:00"
"1167" 0 -2.900024 2.900024 12 3 2011 "12.03.2011_00:00"
"1168" 0 0 0 13 3 2011 "13.03.2011_00:00"
"1169" 0 -3.900024 3.900024 14 3 2011 "14.03.2011_00:00"
"1170" 0 -7 7 15 3 2011 "15.03.2011_00:00"
"1171" -1 -5.600037 6.600037 16 3 2011 "16.03.2011_00:00"
"1172" 0 -0.400024 0.400024 17 3 2011 "17.03.2011_00:00"
"1173" -1.5 0 1.5 18 3 2011 "18.03.2011_00:00"
"1174" -1.399963 -6.299988 7.699951 19 3 2011 "19.03.2011_00:00"
"1175" -5.200012 -15 20.200012 20 3 2011 "20.03.2011_00:00"
"1176" -9.999939 -17.799988 27.799927 21 3 2011 "21.03.2011_00:00"
"1177" -7.100098 -11.500061 18.600159 22 3 2011 "22.03.2011_00:00"
"1178" -2.599976 -12.799988 15.399964 23 3 2011 "23.03.2011_00:00"
"1179" -2.100098 -9.5 11.600098 24 3 2011 "24.03.2011_00:00"
"1180" 0 -2.799927 2.799927 25 3 2011 "25.03.2011_00:00"
"1181" 0 -1.900024 1.900024 26 3 2011 "26.03.2011_00:00"
"1182" -0.299988 -0.900024 1.200012 27 3 2011 "27.03.2011_00:00"
"1183" -1.700012 -0.100037 1.800049 28 3 2011 "28.03.2011_00:00"
"1184" 0 -3 3 29 3 2011 "29.03.2011_00:00"
"1185" -0.299988 0 0.299988 30 3 2011 "30.03.2011_00:00"
"1186" 0 -0.599976 0.599976 31 3 2011 "31.03.2011_00:00"
"1187" -2.300049 -8.900024 11.200073 1 4 2011 "01.04.2011_00:00"
"1188" -8.299988 -5 13.299988 2 4 2011 "02.04.2011_00:00"
"1189" -6.400024 0 6.400024 3 4 2011 "03.04.2011_00:00"
"1190" -3.200012 0 3.200012 4 4 2011 "04.04.2011_00:00"
"1191" -1.600037 -7.100037 8.700074 5 4 2011 "05.04.2011_00:00"
"1192" -3.200012 -12.099976 15.299988 6 4 2011 "06.04.2011_00:00"
"1193" -3.099976 -11 14.099976 7 4 2011 "07.04.2011_00:00"
"1194" 0 -7.100037 7.100037 8 4 2011 "08.04.2011_00:00"
"1195" -3.399963 -11.100037 14.5 9 4 2011 "09.04.2011_00:00"
"1196" -4.899963 -10.800049 15.700012 10 4 2011 "10.04.2011_00:00"
"1197" 0 -11.400024 11.400024 11 4 2011 "11.04.2011_00:00"
"1198" -0.599976 -1.099976 1.699952 12 4 2011 "12.04.2011_00:00"
"1199" -0.899963 -7.799988 8.699951 13 4 2011 "13.04.2011_00:00"
"1200" -2.5 -7.699951 10.199951 14 4 2011 "14.04.2011_00:00"
"1201" -0.700012 -8.099976 8.799988 15 4 2011 "15.04.2011_00:00"
"1202" -0.900024 -16.5 17.400024 16 4 2011 "16.04.2011_00:00"
"1203" -3 -14.200012 17.200012 17 4 2011 "17.04.2011_00:00"
"1204" -6.100037 -6.599976 12.700013 18 4 2011 "18.04.2011_00:00"
"1205" -5.400024 0 5.400024 19 4 2011 "19.04.2011_00:00"
"1206" -2.699951 -4.5 7.199951 20 4 2011 "20.04.2011_00:00"
"1207" -3.600037 -4.599976 8.200013 21 4 2011 "21.04.2011_00:00"
"1208" -4.600037 -4 8.600037 22 4 2011 "22.04.2011_00:00"
"1209" -5.199951 -4.100037 9.299988 23 4 2011 "23.04.2011_00:00"
"1210" -2.200012 -11.900024 14.100036 24 4 2011 "24.04.2011_00:00"
"1211" -3.199951 -15.400024 18.599975 25 4 2011 "25.04.2011_00:00"
"1212" -1.399963 -16 17.399963 26 4 2011 "26.04.2011_00:00"
"1213" -2 -13.600037 15.600037 27 4 2011 "27.04.2011_00:00"
"1214" -3.200012 -9.700012 12.900024 28 4 2011 "28.04.2011_00:00"
"1215" -3.5 -5.400024 8.900024 29 4 2011 "29.04.2011_00:00"
"1216" -1.400024 -10.299988 11.700012 30 4 2011 "30.04.2011_00:00"
"1217" -0.200012 -3.700012 3.900024 1 5 2011 "01.05.2011_00:00"
"1218" -3.900024 -7.5 11.400024 2 5 2011 "02.05.2011_00:00"
"1219" -0.299988 -4.5 4.799988 3 5 2011 "03.05.2011_00:00"
"1220" -2.799988 -11.700012 14.5 4 5 2011 "04.05.2011_00:00"
"1221" -4.100037 -10.800049 14.900086 5 5 2011 "05.05.2011_00:00"
"1222" -7.199951 -0.400024 7.599975 6 5 2011 "06.05.2011_00:00"
"1223" -1.5 -0.299988 1.799988 7 5 2011 "07.05.2011_00:00"
"1224" 0 0 0 8 5 2011 "08.05.2011_00:00"
"1225" -4.799927 -4.600037 9.399964 9 5 2011 "09.05.2011_00:00"
"1226" -4.400024 -8.200012 12.600036 10 5 2011 "10.05.2011_00:00"
"1227" -2.399963 -13.5 15.899963 11 5 2011 "11.05.2011_00:00"
"1228" -6.300049 -6.399963 12.700012 12 5 2011 "12.05.2011_00:00"
"1229" -2.700012 -1 3.700012 13 5 2011 "13.05.2011_00:00"
"1230" -1.200012 -0.400024 1.600036 14 5 2011 "14.05.2011_00:00"
"1231" -0.100037 0 0.100037 15 5 2011 "15.05.2011_00:00"
"1232" 0 -7.5 7.5 16 5 2011 "16.05.2011_00:00"
"1233" -2.5 -9.599976 12.099976 17 5 2011 "17.05.2011_00:00"
"1234" -2.899963 -5.799988 8.699951 18 5 2011 "18.05.2011_00:00"
"1235" -4.800049 -4.600037 9.400086 19 5 2011 "19.05.2011_00:00"
"1236" -1.799988 -10 11.799988 20 5 2011 "20.05.2011_00:00"
"1237" -2.200012 -16.200012 18.400024 21 5 2011 "21.05.2011_00:00"
"1238" -1.5 -12.299988 13.799988 22 5 2011 "22.05.2011_00:00"
"1239" 0 -12.700012 12.700012 23 5 2011 "23.05.2011_00:00"
"1240" 0 -8.899963 8.899963 24 5 2011 "24.05.2011_00:00"
"1241" -0.700012 -8.700012 9.400024 25 5 2011 "25.05.2011_00:00"
"1242" -2.299988 -0.699951 2.999939 26 5 2011 "26.05.2011_00:00"
"1243" -3.200012 -1.299988 4.5 27 5 2011 "27.05.2011_00:00"
"1244" -3.899963 -2.199951 6.099914 28 5 2011 "28.05.2011_00:00"
"1245" -2.700012 -5.100037 7.800049 29 5 2011 "29.05.2011_00:00"
"1246" -3.299988 -1.399963 4.699951 30 5 2011 "30.05.2011_00:00"
"1247" -2.200012 0 2.200012 31 5 2011 "31.05.2011_00:00"
"1248" -0.200012 -4.699951 4.899963 1 6 2011 "01.06.2011_00:00"
"1249" -0.400024 -8.700012 9.100036 2 6 2011 "02.06.2011_00:00"
"1250" -3.099976 -12.099976 15.199952 3 6 2011 "03.06.2011_00:00"
"1251" -2.700012 -10 12.700012 4 6 2011 "04.06.2011_00:00"
"1252" -0.799988 -3 3.799988 5 6 2011 "05.06.2011_00:00"
"1253" -0.700012 -3.400024 4.100036 6 6 2011 "06.06.2011_00:00"
"1255" 0 0 0 8 6 2011 "08.06.2011_00:00"
"1256" 0 -1 1 9 6 2011 "09.06.2011_00:00"
"1257" -0.5 -5.600037 6.100037 10 6 2011 "10.06.2011_00:00"
"1258" -3.399963 -5.299988 8.699951 11 6 2011 "11.06.2011_00:00"
"1259" -2.799988 -5.299988 8.099976 12 6 2011 "12.06.2011_00:00"
"1260" -2.299988 -1.799988 4.099976 13 6 2011 "13.06.2011_00:00"
"1261" -0.299988 -4.899963 5.199951 14 6 2011 "14.06.2011_00:00"
"1262" -1.099976 -5.400024 6.5 15 6 2011 "15.06.2011_00:00"
"1263" -2.099976 0 2.099976 16 6 2011 "16.06.2011_00:00"
"1264" -0.899963 0 0.899963 17 6 2011 "17.06.2011_00:00"
"1265" -1.200012 0 1.200012 18 6 2011 "18.06.2011_00:00"
"1266" 0 -2.5 2.5 19 6 2011 "19.06.2011_00:00"
"1267" 0 -2.5 2.5 20 6 2011 "20.06.2011_00:00"
"1268" -2.799988 0 2.799988 21 6 2011 "21.06.2011_00:00"
"1269" -0.799988 0 0.799988 22 6 2011 "22.06.2011_00:00"
"1270" 0 -1.100037 1.100037 23 6 2011 "23.06.2011_00:00"
"1271" 0 -3.100037 3.100037 24 6 2011 "24.06.2011_00:00"
"1272" -0.299988 -11.100037 11.400025 25 6 2011 "25.06.2011_00:00"
"1273" -7.200012 -15.299988 22.5 26 6 2011 "26.06.2011_00:00"
"1274" -2.299988 -4.099976 6.399964 27 6 2011 "27.06.2011_00:00"
"1275" 0 -0.400024 0.400024 28 6 2011 "28.06.2011_00:00"
"1276" -1.700012 -5.799988 7.5 29 6 2011 "29.06.2011_00:00"
"1277" -0.700012 -2.5 3.200012 30 6 2011 "30.06.2011_00:00"
"1278" -0.5 -7.299988 7.799988 1 7 2011 "01.07.2011_00:00"
"1279" -0.5 -4.5 5 2 7 2011 "02.07.2011_00:00"
"1280" 0 0 0 3 7 2011 "03.07.2011_00:00"
"1281" -1.799988 -3.700012 5.5 4 7 2011 "04.07.2011_00:00"
"1282" 0 -3.099976 3.099976 5 7 2011 "05.07.2011_00:00"
"1283" -0.200012 -1.799988 2 6 7 2011 "06.07.2011_00:00"
"1284" -0.799988 0 0.799988 7 7 2011 "07.07.2011_00:00"
"1285" 0 0 0 8 7 2011 "08.07.2011_00:00"
"1286" -0.299988 0 0.299988 9 7 2011 "09.07.2011_00:00"
"1287" -0.299988 -3.5 3.799988 10 7 2011 "10.07.2011_00:00"
"1288" -0.299988 -3.5 3.799988 11 7 2011 "11.07.2011_00:00"
"1289" -0.700012 -3.299988 4 12 7 2011 "12.07.2011_00:00"
"1290" -3.5 -0.099976 3.599976 13 7 2011 "13.07.2011_00:00"
"1291" -1.400024 0 1.400024 14 7 2011 "14.07.2011_00:00"
"1292" -1.700012 -3.299988 5 15 7 2011 "15.07.2011_00:00"
"1293" 0 -0.900024 0.900024 16 7 2011 "16.07.2011_00:00"
"1294" 0 0 0 17 7 2011 "17.07.2011_00:00"
"1295" -0.300049 0 0.300049 18 7 2011 "18.07.2011_00:00"
"1296" -0.5 0 0.5 19 7 2011 "19.07.2011_00:00"
"1297" 0 0 0 20 7 2011 "20.07.2011_00:00"
"1298" -1 -0.699951 1.699951 21 7 2011 "21.07.2011_00:00"
"1299" -1.399963 -2.099976 3.499939 22 7 2011 "22.07.2011_00:00"
"1300" 0 -3.599976 3.599976 23 7 2011 "23.07.2011_00:00"
"1301" -0.600037 -5.400024 6.000061 24 7 2011 "24.07.2011_00:00"
"1302" -2.900024 -5.100037 8.000061 25 7 2011 "25.07.2011_00:00"
"1303" 0 -3.299988 3.299988 26 7 2011 "26.07.2011_00:00"
"1304" 0 -3.800049 3.800049 27 7 2011 "27.07.2011_00:00"
"1305" -0.299988 -4.700012 5 28 7 2011 "28.07.2011_00:00"
"1306" -1.900024 -5 6.900024 29 7 2011 "29.07.2011_00:00"
"1307" -0.400024 -5.200012 5.600036 30 7 2011 "30.07.2011_00:00"
"1308" 0 -2.700012 2.700012 31 7 2011 "31.07.2011_00:00"
"1309" -0.599976 -4.799988 5.399964 1 8 2011 "01.08.2011_00:00"
"1310" -3.800049 -3.200012 7.000061 2 8 2011 "02.08.2011_00:00"
"1311" -3.200012 -1.400024 4.600036 3 8 2011 "03.08.2011_00:00"
"1312" -1.700012 -1.799988 3.5 4 8 2011 "04.08.2011_00:00"
"1313" -2.100037 -1.400024 3.500061 5 8 2011 "05.08.2011_00:00"
"1314" -3.099976 0 3.099976 6 8 2011 "06.08.2011_00:00"
"1315" -2.299988 0 2.299988 7 8 2011 "07.08.2011_00:00"
"1316" -1.200012 0 1.200012 8 8 2011 "08.08.2011_00:00"
"1317" 0 -3.900024 3.900024 9 8 2011 "09.08.2011_00:00"
"1318" -2.400024 -10.700012 13.100036 10 8 2011 "10.08.2011_00:00"
"1319" -8.5 -12.900024 21.400024 11 8 2011 "11.08.2011_00:00"
"1320" -4.900024 -1.799988 6.700012 12 8 2011 "12.08.2011_00:00"
"1321" -2.799988 -1.099976 3.899964 13 8 2011 "13.08.2011_00:00"
"1322" -1.099976 0 1.099976 14 8 2011 "14.08.2011_00:00"
"1323" 0 -0.799988 0.799988 15 8 2011 "15.08.2011_00:00"
"1324" -0.799988 -5.299988 6.099976 16 8 2011 "16.08.2011_00:00"
"1325" -0.800049 -5.399963 6.200012 17 8 2011 "17.08.2011_00:00"
"1326" -2 0 2 18 8 2011 "18.08.2011_00:00"
"1327" -2.299988 -0.299988 2.599976 19 8 2011 "19.08.2011_00:00"
"1328" -1.399963 -5.100037 6.5 20 8 2011 "20.08.2011_00:00"
"1329" -2.5 -1.299988 3.799988 21 8 2011 "21.08.2011_00:00"
"1330" -0.900024 -4.700012 5.600036 22 8 2011 "22.08.2011_00:00"
"1331" -1.399963 0 1.399963 23 8 2011 "23.08.2011_00:00"
"1332" -0.400024 -0.599976 1 24 8 2011 "24.08.2011_00:00"
"1333" -0.700012 -2.099976 2.799988 25 8 2011 "25.08.2011_00:00"
"1334" -2.900024 0 2.900024 26 8 2011 "26.08.2011_00:00"
"1335" -4.5 0 4.5 27 8 2011 "27.08.2011_00:00"
"1336" -4.400024 -8 12.400024 28 8 2011 "28.08.2011_00:00"
"1337" -4.900024 -5.700012 10.600036 29 8 2011 "29.08.2011_00:00"
"1338" -2.200012 -2.700012 4.900024 30 8 2011 "30.08.2011_00:00"
"1339" -1 -2.799988 3.799988 31 8 2011 "31.08.2011_00:00"
"1340" 0 -1.099976 1.099976 1 9 2011 "01.09.2011_00:00"
"1341" 0 0 0 2 9 2011 "02.09.2011_00:00"
"1342" -1.599976 -1.799988 3.399964 3 9 2011 "03.09.2011_00:00"
"1343" -2 -0.199951 2.199951 4 9 2011 "04.09.2011_00:00"
"1344" -0.5 0 0.5 5 9 2011 "05.09.2011_00:00"
"1345" -1.400024 -3.799988 5.200012 6 9 2011 "06.09.2011_00:00"
"1346" -1.5 0 1.5 7 9 2011 "07.09.2011_00:00"
"1347" 0 -3.299988 3.299988 8 9 2011 "08.09.2011_00:00"
"1348" 0 -3.699951 3.699951 9 9 2011 "09.09.2011_00:00"
"1349" -1 -0.099976 1.099976 10 9 2011 "10.09.2011_00:00"
"1350" 0 0 0 11 9 2011 "11.09.2011_00:00"
"1351" -0.399963 0 0.399963 12 9 2011 "12.09.2011_00:00"
"1352" -0.5 -1.799988 2.299988 13 9 2011 "13.09.2011_00:00"
"1353" 0 -3.900024 3.900024 14 9 2011 "14.09.2011_00:00"
"1354" 0 -7.899963 7.899963 15 9 2011 "15.09.2011_00:00"
"1355" -0.800049 -2.200012 3.000061 16 9 2011 "16.09.2011_00:00"
"1356" -0.099976 -2 2.099976 17 9 2011 "17.09.2011_00:00"
"1357" -1.400024 0 1.400024 18 9 2011 "18.09.2011_00:00"
"1358" -2.5 -2.299988 4.799988 19 9 2011 "19.09.2011_00:00"
"1359" -1.5 -6.099976 7.599976 20 9 2011 "20.09.2011_00:00"
"1360" -2.099976 -12.5 14.599976 21 9 2011 "21.09.2011_00:00"
"1361" -6.700012 -10.700012 17.400024 22 9 2011 "22.09.2011_00:00"
"1362" -5.600037 -7.899963 13.5 23 9 2011 "23.09.2011_00:00"
"1363" -1.200012 -5.199951 6.399963 24 9 2011 "24.09.2011_00:00"
"1364" -1.799988 -4.599976 6.399964 25 9 2011 "25.09.2011_00:00"
"1365" -2.299988 -3.400024 5.700012 26 9 2011 "26.09.2011_00:00"
"1366" -3.5 -12.5 16 27 9 2011 "27.09.2011_00:00"
"1367" -3.200012 -13 16.200012 28 9 2011 "28.09.2011_00:00"
"1368" -3.300049 -9.799988 13.100037 29 9 2011 "29.09.2011_00:00"
"1369" -4.400024 -8 12.400024 30 9 2011 "30.09.2011_00:00"
"1370" -1.599976 -4.299988 5.899964 1 10 2011 "01.10.2011_00:00"
"1371" 0 -6.600037 6.600037 2 10 2011 "02.10.2011_00:00"
"1372" -1.900024 -6.400024 8.300048 3 10 2011 "03.10.2011_00:00"
"1373" 0 -1 1 4 10 2011 "04.10.2011_00:00"
"1374" 0 -1.299988 1.299988 5 10 2011 "05.10.2011_00:00"
"1375" 0 0 0 6 10 2011 "06.10.2011_00:00"
"1376" -1.400024 0 1.400024 7 10 2011 "07.10.2011_00:00"
"1377" -1.300049 -5.5 6.800049 8 10 2011 "08.10.2011_00:00"
"1378" -2.5 -9.599976 12.099976 9 10 2011 "09.10.2011_00:00"
"1379" -3.399963 -16.200012 19.599975 10 10 2011 "10.10.2011_00:00"
"1380" -7.100037 -6.399963 13.5 11 10 2011 "11.10.2011_00:00"
"1381" -2.799988 -1.899963 4.699951 12 10 2011 "12.10.2011_00:00"
"1382" -0.299988 -5.399963 5.699951 13 10 2011 "13.10.2011_00:00"
"1383" -4.899963 -13.599976 18.499939 14 10 2011 "14.10.2011_00:00"
"1384" -6.199951 -12.800049 19 15 10 2011 "15.10.2011_00:00"
"1385" -9.299927 -10.099976 19.399903 16 10 2011 "16.10.2011_00:00"
"1386" -10.100037 -12.200012 22.300049 17 10 2011 "17.10.2011_00:00"
"1387" -5.099976 0 5.099976 18 10 2011 "18.10.2011_00:00"
"1388" 0 0 0 19 10 2011 "19.10.2011_00:00"
"1389" 0 -2.400024 2.400024 20 10 2011 "20.10.2011_00:00"
"1390" 0 -9.999939 9.999939 21 10 2011 "21.10.2011_00:00"
"1391" -0.300049 -5.799988 6.100037 22 10 2011 "22.10.2011_00:00"
"1392" -3.200073 0 3.200073 23 10 2011 "23.10.2011_00:00"
"1393" -3.600037 0 3.600037 24 10 2011 "24.10.2011_00:00"
"1394" -6.300049 0 6.300049 25 10 2011 "25.10.2011_00:00"
"1395" -5 0 5 26 10 2011 "26.10.2011_00:00"
"1396" -4 -0.799988 4.799988 27 10 2011 "27.10.2011_00:00"
"1397" -1.699951 -1.900024 3.599975 28 10 2011 "28.10.2011_00:00"
"1398" -2.800049 -13.100037 15.900086 29 10 2011 "29.10.2011_00:00"
"1399" -2.099976 -10.399963 12.499939 30 10 2011 "30.10.2011_00:00"
"1400" 0 -8 8 31 10 2011 "31.10.2011_00:00"
"1401" 0 0 0 1 11 2011 "01.11.2011_00:00"
"1402" -2.299927 -0.799988 3.099915 2 11 2011 "02.11.2011_00:00"
"1403" -2 0 2 3 11 2011 "03.11.2011_00:00"
"1404" -2.100037 0 2.100037 4 11 2011 "04.11.2011_00:00"
"1405" 0 -1.5 1.5 5 11 2011 "05.11.2011_00:00"
"1406" 0 -7.599976 7.599976 6 11 2011 "06.11.2011_00:00"
"1407" -2.800049 -6.400024 9.200073 7 11 2011 "07.11.2011_00:00"
"1408" -0.800049 -4.799988 5.600037 8 11 2011 "08.11.2011_00:00"
"1409" 0 -0.200012 0.200012 9 11 2011 "09.11.2011_00:00"
"1410" -2.700012 -1.700012 4.400024 10 11 2011 "10.11.2011_00:00"
"1411" -6.200073 -2.900024 9.100097 11 11 2011 "11.11.2011_00:00"
"1412" -6.300049 -2.5 8.800049 12 11 2011 "12.11.2011_00:00"
"1413" -3.099976 -6.5 9.599976 13 11 2011 "13.11.2011_00:00"
"1414" -5.599976 -5.200012 10.799988 14 11 2011 "14.11.2011_00:00"
"1415" -5.799988 -2.699951 8.499939 15 11 2011 "15.11.2011_00:00"
"1416" -4.299988 -2.700012 7 16 11 2011 "16.11.2011_00:00"
"1417" -3.900024 -2.299988 6.200012 17 11 2011 "17.11.2011_00:00"
"1418" -1.5 -1.900024 3.400024 18 11 2011 "18.11.2011_00:00"
"1419" 0 -0.900024 0.900024 19 11 2011 "19.11.2011_00:00"
"1420" 0 -5.600037 5.600037 20 11 2011 "20.11.2011_00:00"
"1421" 0 -10.099976 10.099976 21 11 2011 "21.11.2011_00:00"
"1422" -0.199951 -11.299988 11.499939 22 11 2011 "22.11.2011_00:00"
"1423" -0.400024 -12.5 12.900024 23 11 2011 "23.11.2011_00:00"
"1424" -1.900024 -13.5 15.400024 24 11 2011 "24.11.2011_00:00"
"1425" -1.200073 -4.700012 5.900085 25 11 2011 "25.11.2011_00:00"
"1426" 0 -7.900024 7.900024 26 11 2011 "26.11.2011_00:00"
"1427" -0.799927 -5.200012 5.999939 27 11 2011 "27.11.2011_00:00"
"1428" 0 -7.299988 7.299988 28 11 2011 "28.11.2011_00:00"
"1429" -1.900024 -0.700012 2.600036 29 11 2011 "29.11.2011_00:00"
"1430" 0 -1.399963 1.399963 30 11 2011 "30.11.2011_00:00"
"1431" 0 0 0 1 12 2011 "01.12.2011_00:00"
"1432" -0.800049 0 0.800049 2 12 2011 "02.12.2011_00:00"
"1433" 0 0 0 3 12 2011 "03.12.2011_00:00"
"1434" 0 0 0 4 12 2011 "04.12.2011_00:00"
"1435" 0 0 0 5 12 2011 "05.12.2011_00:00"
"1436" -3 0 3 6 12 2011 "06.12.2011_00:00"
"1437" -4.799988 0 4.799988 7 12 2011 "07.12.2011_00:00"
"1438" -6.800049 -3.599976 10.400025 8 12 2011 "08.12.2011_00:00"
"1439" -2.500061 0 2.500061 9 12 2011 "09.12.2011_00:00"
"1440" 0 0 0 10 12 2011 "10.12.2011_00:00"
"1441" -1 -1 2 11 12 2011 "11.12.2011_00:00"
"1442" 0 0 0 12 12 2011 "12.12.2011_00:00"
"1443" -0.600098 0 0.600098 13 12 2011 "13.12.2011_00:00"
"1444" -2.799927 0 2.799927 14 12 2011 "14.12.2011_00:00"
"1445" -1.199951 0 1.199951 15 12 2011 "15.12.2011_00:00"
"1446" -2.900024 0 2.900024 16 12 2011 "16.12.2011_00:00"
"1447" -3.100037 0 3.100037 17 12 2011 "17.12.2011_00:00"
"1448" -3.299988 -5 8.299988 18 12 2011 "18.12.2011_00:00"
"1449" -5.900024 -8.399963 14.299987 19 12 2011 "19.12.2011_00:00"
"1450" -3.199951 -1.299988 4.499939 20 12 2011 "20.12.2011_00:00"
"1451" -4 -3.5 7.5 21 12 2011 "21.12.2011_00:00"
"1452" -2.299988 -16.700012 19 22 12 2011 "22.12.2011_00:00"
"1453" -12.299988 -20 32.299988 23 12 2011 "23.12.2011_00:00"
"1454" -9 0 9 24 12 2011 "24.12.2011_00:00"
"1455" -2.900024 -14.100037 17.000061 25 12 2011 "25.12.2011_00:00"
"1456" -1.099976 -16.399963 17.499939 26 12 2011 "26.12.2011_00:00"
"1457" 0 -11.199951 11.199951 27 12 2011 "27.12.2011_00:00"
"1458" 0 -2.400024 2.400024 28 12 2011 "28.12.2011_00:00"
"1459" 0 0 0 29 12 2011 "29.12.2011_00:00"
"1460" -0.199951 0 0.199951 30 12 2011 "30.12.2011_00:00"
"1461" -3.899963 -5.5 9.399963 31 12 2011 "31.12.2011_00:00"
"1462" -8.200012 0 8.200012 1 1 2012 "01.01.2012_00:00"
"1463" -2.199951 0 2.199951 2 1 2012 "02.01.2012_00:00"
"1464" 0 -0.200012 0.200012 3 1 2012 "03.01.2012_00:00"
"1465" 0 0 0 4 1 2012 "04.01.2012_00:00"
"1466" -1.900024 0 1.900024 5 1 2012 "05.01.2012_00:00"
"1467" -4.200012 -1.799988 6 6 1 2012 "06.01.2012_00:00"
"1468" -6.600037 -28.299988 34.900025 7 1 2012 "07.01.2012_00:00"
"1469" -8 -1 9 8 1 2012 "08.01.2012_00:00"
"1470" -7.099976 -4.200012 11.299988 9 1 2012 "09.01.2012_00:00"
"1471" -0.799988 -8.599976 9.399964 10 1 2012 "10.01.2012_00:00"
"1472" -8.800049 -11 19.800049 11 1 2012 "11.01.2012_00:00"
"1473" -5.300049 -5.799927 11.099976 12 1 2012 "12.01.2012_00:00"
"1474" 0 -5.799988 5.799988 13 1 2012 "13.01.2012_00:00"
"1475" -0.599976 -6.600037 7.200013 14 1 2012 "14.01.2012_00:00"
"1476" -7.399963 -7.400024 14.799987 15 1 2012 "15.01.2012_00:00"
"1477" -2.700012 -3.800049 6.500061 16 1 2012 "16.01.2012_00:00"
"1478" 0 -15.099976 15.099976 17 1 2012 "17.01.2012_00:00"
"1479" 0 -8.5 8.5 18 1 2012 "18.01.2012_00:00"
"1480" 0 0 0 19 1 2012 "19.01.2012_00:00"
"1481" 0 -3.899963 3.899963 20 1 2012 "20.01.2012_00:00"
"1482" -4.900024 -4.899963 9.799987 21 1 2012 "21.01.2012_00:00"
"1483" -9 0 9 22 1 2012 "22.01.2012_00:00"
"1484" 0 -0.5 0.5 23 1 2012 "23.01.2012_00:00"
"1485" 0 -2.900024 2.900024 24 1 2012 "24.01.2012_00:00"
"1486" -7.5 -14.5 22 25 1 2012 "25.01.2012_00:00"
